2015-07-01,35
2015-07-02,37
2015-07-03,38
2015-07-04,38
2015-07-05,45
2015-07-06,49
2015-07-07,38
2015-07-08,35
2015-07-09,27
2015-07-10,35
2015-07-11,48
2015-07-12,70
2015-07-13,56
2015-07-14,33
2015-07-15,38
2015-07-16,36
2015-07-17,45
2015-07-18,35
2015-07-19,46
2015-07-20,24
2015-07-21,26
2015-07-22,26
2015-07-23,30
2015-07-24,32
2015-07-25,33
2015-07-26,34
2015-07-27,33
2015-07-28,25
2015-07-29,22
2015-07-30,21
2015-07-31,21
2015-08-01,21
2015-08-02,20
2015-08-03,24
2015-08-04,24
2015-08-05,24
2015-08-06,38
2015-08-07,76
2015-08-08,44
2015-08-09,62
2015-08-10,35
2015-08-11,26
2015-08-12,25
2015-08-13,18
2015-08-14,19
2015-08-15,19
2015-08-16,27
2015-08-17,28
2015-08-18,25
2015-08-19,24
2015-08-20,39
2015-08-21,45
2015-08-22,43
2015-08-23,47
2015-08-24,55
2015-08-25,60
2015-08-26,52
2015-08-27,39
2015-08-28,25
2015-08-29,22
2015-08-30,19
2015-08-31,23
2015-09-01,26
2015-09-02,20
2015-09-03,23
2015-09-04,27
2015-09-05,22
2015-09-06,27
2015-09-07,23
2015-09-08,43
2015-09-09,38
2015-09-10,40
2015-09-11,43
2015-09-12,53
2015-09-13,57
2015-09-14,50
2015-09-15,43
2015-09-16,37
2015-09-17,41
2015-09-18,49
2015-09-19,54
2015-09-20,47
2015-09-21,49
2015-09-22,30
2015-09-23,31
2015-09-24,28
2015-09-25,35
2015-09-26,37
2015-09-27,49
2015-09-28,54
2015-09-29,58
2015-09-30,68
2015-10-01,54
2015-10-02,40
2015-10-03,45
2015-10-04,23
2015-10-05,25
2015-10-06,28
2015-10-07,36
2015-10-08,26
2015-10-09,29
2015-10-10,26
2015-10-11,26
2015-10-12,46
2015-10-13,85
2015-10-14,89
2015-10-15,73
2015-10-16,73
2015-10-17,62
2015-10-18,64
2015-10-19,62
2015-10-20,45
2015-10-21,39
2015-10-22,45
2015-10-23,58
2015-10-24,56
2015-10-25,48
2015-10-26,49
2015-10-27,54
2015-10-28,56
2015-10-29,60
2015-10-30,59
2015-10-31,43
2015-11-01,28
2015-11-02,28
2015-11-03,56
2015-11-04,68
2015-11-05,55
2015-11-06,36
2015-11-07,31
2015-11-08,33
2015-11-09,34
2015-11-10,42
2015-11-11,52
2015-11-12,43
2015-11-13,46
2015-11-14,34
2015-11-15,37
2015-11-16,34
2015-11-17,34
2015-11-18,34
2015-11-19,37
2015-11-20,61
2015-11-21,57
2015-11-22,53
2015-11-23,42
2015-11-24,40
2015-11-25,45
2015-11-26,31
2015-11-27,40
2015-11-28,63
2015-11-29,64
2015-11-30,70
2015-12-01,53
2015-12-02,53
2015-12-03,30
2015-12-04,29
2015-12-05,50
2015-12-06,14
2015-12-07,22
2015-12-08,38
2015-12-09,30
2015-12-10,19
2015-12-11,20
2015-12-12,46
2015-12-13,55
2015-12-14,47
2015-12-15,30
2015-12-16,66
2015-12-17,42
2015-12-18,46
2015-12-19,50
2015-12-20,45
2015-12-21,32
2015-12-22,56
2015-12-23,48
2015-12-24,46
2015-12-25,25
2015-12-26,36
2015-12-27,34
2015-12-28,27
2015-12-29,53
2015-12-30,61
2015-12-31,59
2016-01-01,67
2016-01-02,80
2016-01-03,75
2016-01-04,52
2016-01-05,51
2016-01-06,25
2016-01-07,34
2016-01-08,43
2016-01-09,58
2016-01-10,73
2016-01-11,32
2016-01-12,24
2016-01-13,38
2016-01-14,56
2016-01-15,51
2016-01-16,47
2016-01-17,38
2016-01-18,31
2016-01-19,58
2016-01-20,80
2016-01-21,36
2016-01-22,16
2016-01-23,18
2016-01-24,40
2016-01-25,42
2016-01-26,47
2016-01-27,26
2016-01-28,26
2016-01-29,31
2016-01-30,24
2016-01-31,34
2016-02-01,19
2016-02-02,15
2016-02-03,39
2016-02-04,55
2016-02-05,30
2016-02-06,53
2016-02-07,53
2016-02-08,115
2016-02-09,56
2016-02-10,43
2016-02-11,55
2016-02-12,43
2016-02-13,31
2016-02-14,21
2016-02-15,23
2016-02-16,34
2016-02-17,42
2016-02-18,45
2016-02-19,34
2016-02-20,47
2016-02-21,81
2016-02-22,87
2016-02-23,21
2016-02-24,14
2016-02-25,36
2016-02-26,56
2016-02-27,31
2016-02-28,31
2016-02-29,61
2016-03-01,91
2016-03-02,62
2016-03-03,62
2016-03-04,61
2016-03-05,82
2016-03-06,69
2016-03-07,46
2016-03-08,40
2016-03-09,37
2016-03-10,13
2016-03-11,23
2016-03-12,42
2016-03-13,37
2016-03-14,21
2016-03-15,58
2016-03-16,48
2016-03-17,46
2016-03-18,59
2016-03-19,42
2016-03-20,50
2016-03-21,42
2016-03-22,32
2016-03-23,34
2016-03-24,25
2016-03-25,37
2016-03-26,56
2016-03-27,60
2016-03-28,71
2016-03-29,75
2016-03-30,76
2016-03-31,74
2016-04-01,70
2016-04-02,89
2016-04-03,66
2016-04-04,40
2016-04-05,35
2016-04-06,29
2016-04-07,27
2016-04-08,32
2016-04-09,31
2016-04-10,29
2016-04-11,26
2016-04-12,26
2016-04-13,30
2016-04-14,32
2016-04-15,37
2016-04-16,41
2016-04-17,27
2016-04-18,30
2016-04-19,38
2016-04-20,51
2016-04-21,42
2016-04-22,46
2016-04-23,30
2016-04-24,31
2016-04-25,26
2016-04-26,22
2016-04-27,31
2016-04-28,39
2016-04-29,55
2016-04-30,74
2016-05-01,47
2016-05-02,51
2016-05-03,38
2016-05-04,36
2016-05-05,31
2016-05-06,24
2016-05-07,25
2016-05-08,26
2016-05-09,21
2016-05-10,21
2016-05-11,37
2016-05-12,51
2016-05-13,55
2016-05-14,39
2016-05-15,35
2016-05-16,33
2016-05-17,49
2016-05-18,59
2016-05-19,48
2016-05-20,52
2016-05-21,30
2016-05-22,25
2016-05-23,38
2016-05-24,37
2016-05-25,37
2016-05-26,40
2016-05-27,22
2016-05-28,25
2016-05-29,29
2016-05-30,29
2016-05-31,23
2016-06-01,43
2016-06-02,53
2016-06-03,32
2016-06-04,31
2016-06-05,29
2016-06-06,26
2016-06-07,25
2016-06-08,27
2016-06-09,25
2016-06-10,23
2016-06-11,25
2016-06-12,23
2016-06-13,39
2016-06-14,38
2016-06-15,33
2016-06-16,30
2016-06-17,26
2016-06-18,21
2016-06-19,25
2016-06-20,25
2016-06-21,20
2016-06-22,21
2016-06-23,21
2016-06-24,22
2016-06-25,23
2016-06-26,19
2016-06-27,24
2016-06-28,16
2016-06-29,20
2016-06-30,20
2016-07-01,16
2016-07-02,17
2016-07-03,16
2016-07-04,19
2016-07-05,22
2016-07-06,32
2016-07-07,30
2016-07-08,46
2016-07-09,52
2016-07-10,36
2016-07-11,34
2016-07-12,37
2016-07-13,21
2016-07-14,29
2016-07-15,34
2016-07-16,32
2016-07-17,28
2016-07-18,26
2016-07-19,25
2016-07-20,20
2016-07-21,19
2016-07-22,24
2016-07-23,24
2016-07-24,34
2016-07-25,22
2016-07-26,26
2016-07-27,20
2016-07-28,23
2016-07-29,43
2016-07-30,52
2016-07-31,44
2016-08-01,45
2016-08-02,38
2016-08-03,24
2016-08-04,23
2016-08-05,22
2016-08-06,54
2016-08-07,43
2016-08-08,49
2016-08-09,42
2016-08-10,38
2016-08-11,35
2016-08-12,26
2016-08-13,26
2016-08-14,18
2016-08-15,18
2016-08-16,20
2016-08-17,20
2016-08-18,28
2016-08-19,36
2016-08-20,46
2016-08-21,32
2016-08-22,48
2016-08-23,36
2016-08-24,45
2016-08-25,49
2016-08-26,31
2016-08-27,34
2016-08-28,32
2016-08-29,47
2016-08-30,54
2016-08-31,67
2016-09-01,31
2016-09-02,28
2016-09-03,25
2016-09-04,46
2016-09-05,49
2016-09-06,26
2016-09-07,21
2016-09-08,19
2016-09-09,23
2016-09-10,22
2016-09-11,23
2016-09-12,25
2016-09-13,33
2016-09-14,34
2016-09-15,35
2016-09-16,32
2016-09-17,31
2016-09-18,24
2016-09-19,42
2016-09-20,52
2016-09-21,51
2016-09-22,51
2016-09-23,47
2016-09-24,45
2016-09-25,51
